ref	pos	strand	convertedBaseQualities	convertedBaseCount	unconvertedBaseQualities	unconvertedBaseCount
21	8258309	+	F	1		0
21	8258310	+	F	1		0
21	8258313	+	F	1		0
21	8258318	+	F	1		0
21	8258428	+	F	1		0
21	8258430	+	F	1		0
21	8258431	+	F	1		0
21	8258434	+	F	1		0
21	8258440	+	FF	2		0
21	8258447	+	FFFF	4		0
21	8258448	+	FFFF	4		0
21	8258451	+	FFFF	4		0
21	8258453	+	FF,F	4		0
21	8258458	+	FFFF	4		0
21	8258459	+	FFFF	4		0
21	8258466	+	FFF	3		0
21	8258469	+	FFF	3		0
21	8258475	+	FFFF	4		0
21	8258476	+	FFFF	4		0
21	8258498	+	FFF:F	5		0
21	8258514	+	FFF	3		0
21	8258522	+	F	1		0
21	8258529	+	:	1		0
21	8258530	+	F	1		0
21	8259005	+	F	1		0
21	8259010	+	F	1		0
21	8259011	+	F	1		0
21	8259012	+	F	1		0
21	8259013	+	F	1		0
21	8259014	+	F	1		0
21	8259015	+	F	1		0
21	8259016	+	F	1		0
21	8259017	+	F	1		0
21	8259026	+	F	1		0
21	8259029	+	F	1		0
21	8259030	+	F	1		0
21	8259031	+	F	1		0
21	8259032	+	F	1		0
21	8259033	+	F	1		0
21	8259034	+	F	1		0
21	8259035	+	F	1		0
21	8259038	+	F	1		0
21	8259041	+	FF	2		0
21	8259044	+	FF	2		0
21	8259046	+	FF	2		0
21	8259048	+	FF	2		0
21	8259050	+	FF	2		0
21	8259051	+	FF	2		0
21	8259056	+	FF	2		0
21	8259057	+	FF	2		0
21	8259058	+	FF	2		0
21	8259063	+	F	1		0
21	8259064	+	F	1		0
21	8259072	+	F	1		0
21	8259077	+	F	1		0
21	8259078	+	F	1		0
21	8259079	+	F	1		0
21	8259082	+	F	1		0
21	8259084	+	F	1		0
21	8259451	+	F	1		0
21	8259455	+	F	1		0
21	8259457	+	F	1		0
21	8259461	+	F	1		0
21	8259463	+	F	1		0
21	8259468	+	F	1		0
21	8259474	+	FF	2		0
21	8259476	+	FF	2		0
21	8259478	+	FF	2		0
21	8259480	+	FF	2		0
21	8259486	+	FF	2		0
21	8259487	+	FF	2		0
21	8259489	+	FF	2		0
21	8259490	+	FF	2		0
21	8259495	+	FF	2		0
21	8259497	+	F	1		0
21	8259547	+	:	1		0
21	8259548	+	F	1		0
21	8259550	+	F	1		0
21	8259552	+	F	1		0
21	8259553	+	F	1		0
21	8259557	+	F	1		0
21	8259558	+	FF	2		0
21	8259560	+	FF	2		0
21	8259561	+	FF	2		0
21	8259567	+	FFF	3		0
21	8259569	+	FFF	3		0
21	8259571	+	FF	2		0
21	8259572	+	FF	2		0
21	8259574	+	FF	2		0
21	8259575	+	FF	2		0
21	8259578	+	FF	2		0
21	8259579	+	FF	2		0
21	8259580	+	FF	2		0
21	8259583	+	FF	2		0
21	8259585	+	FFF	3		0
21	8259587	+	FFF	3		0
21	8259588	+	FFF	3		0
21	8259589	+	FFF	3		0
21	8259591	+	FFF	3		0
21	8259592	+	FFF	3		0
21	8259594	+	FFF	3		0
21	8259596	+	FF	2		0
21	8259597	+	FF	2		0
21	8259610	+	FF	2		0
21	8259612	+	F	1		0
21	8259616	+	F	1		0
21	8259618	+	:	1		0
21	8259620	+	F	1		0
21	8259630	+	F	1		0
21	8259631	+	F	1		0
21	8259632	+	F	1		0
21	8259646	+	F	1		0
21	8259651	+	F	1		0
21	8259667	+	F	1		0
21	8259668	+	:	1		0
21	8259677	+	FF	2		0
21	8259679	+	FF	2		0
21	8259690	+	FF	2		0
21	8259691	+	FF	2		0
21	8259696	+	FFF	3		0
21	8259700	+	FFF	3		0
21	8259701	+	FFF	3		0
21	8259705	+	FFF	3		0
21	8259709	+	FFF	3		0
21	8259714	+	FFF	3		0
21	8259718	+	FFF:F	5		0
21	8259721	+	FFFF	4		0
21	8259722	+	FFFF	4		0
21	8259725	+	F:FF	4		0
21	8259726	+	FFFF	4		0
21	8259739	+	FFFF	4		0
21	8259746	+	FFFF	4		0
21	8259751	+	FFF	3		0
21	8259755	+	FFF	3		0
21	8259756	+	FF	2		0
21	8259759	+	F	1		0
21	8259766	+	F	1		0
21	8259981	+	F	1		0
21	8259986	+	F	1		0
21	8259990	+	F	1		0
21	8259992	+	F	1		0
21	8259995	+	F	1		0
21	8260004	+	F	1		0
21	8260005	+	F	1		0
21	8260009	+	F	1		0
21	8260011	+	F	1		0
21	8260012	+	F	1		0
21	8260098	+	F	1		0
21	8260104	+	F	1		0
21	8260105	+	F	1		0
21	8260107	+	F	1		0
21	8260122	+	F	1		0
21	8260125	+	F	1		0
21	8260127	+	F	1		0
21	8260129	+	F	1		0
21	8260130	+	F	1		0
21	8260170	+	F	1		0
21	8260173	+	FF	2		0
21	8260177	+	FF	2		0
21	8260178	+	FF	2		0
21	8260179	+	FF	2		0
21	8260183	+	FF	2		0
21	8260184	+	FF	2		0
21	8260185	+	FF	2		0
21	8260188	+	F,	2		0
21	8260189	+	FF	2		0
21	8260192	+	FF	2		0
21	8260194	+	FF	2		0
21	8260195	+	FF	2		0
21	8260198	+	F	1	F	1
21	8260202	+	FF	2		0
21	8260212	+	F	1		0
21	8260218	+	F	1		0
21	8260342	+	F	1		0
21	8260344	+	F	1		0
21	8260346	+	F	1		0
21	8260348	+	F	1		0
21	8260349	+	F	1		0
21	8260351	+	F	1		0
21	8260352	+	F	1		0
21	8260353	+	F	1		0
21	8260354	+	F	1		0
21	8260355	+	F	1		0
21	8260360	+	F	1		0
21	8260361	+	F	1		0
21	8260362	+	F	1		0
21	8260363	+	F	1		0
21	8260365	+	F	1		0
21	8260369	+	F	1		0
21	8260371	+	F	1		0
21	8260374	+	F	1		0
21	8260376	+	F	1		0
21	8260377	+	F	1		0
21	8260379	+	F	1		0
21	8260382	+	F	1		0
21	8260429	+	F	1		0
21	8260430	+	F	1		0
21	8260439	+	F	1		0
21	8260440	+	F	1		0
21	8260442	+	FF	2		0
21	8260443	+	FFF	3		0
21	8260445	+	FFF	3		0
21	8260451	+	FFF	3		0
21	8260456	+	FFFF	4		0
21	8260470	+	FFFF	4		0
21	8260478	+	FFFF	4		0
21	8260482	+	FFFF	4		0
21	8260488	+	FFFF	4		0
21	8260497	+	F	1		0
21	8260498	+	F	1		0
21	8260524	+	F	1		0
21	8260527	+	FF	2		0
21	8260535	+	FF	2		0
21	8260542	+	FF	2		0
21	8260546	+	FF	2		0
21	8260550	+	FF	2		0
21	8260551	+	FF	2		0
21	8260563	+	FF	2		0
21	8260567	+	FF	2		0
21	8260569	+	FF	2		0
21	8260570	+	FF	2		0
21	8260574	+	FF	2		0
21	8260575	+	FF	2		0
21	8260583	+	FF	2		0
21	8260587	+	FF	2		0
21	8260593	+	F	1		0
21	8260594	+	F	1		0
21	8260596	+	F	1		0
21	8260597	+	F	1		0
21	8260602	+	F	1		0
21	8260603	+	F	1		0
21	8260604	+	F	1		0
21	8260606	+	F	1		0
21	8260609	+	F	1		0
21	8260610	+	F	1		0
21	8260663	+	F	1		0
21	8260665	+	F	1		0
21	8260666	+	F	1		0
21	8260668	+	F	1		0
21	8260673	+	F	1		0
21	8260676	+	F	1		0
21	8260677	+	F	1		0
21	8260682	+	F	1		0
21	8260688	+	F	1		0
21	8260690	+	F	1		0
21	8260907	+	F	1		0
21	8260909	+	F	1		0
21	8260910	+	F	1		0
21	8260919	+	F	1		0
21	8260922	+	F	1		0
21	8260923	+	F	1		0
21	8260925	+	F	1		0
21	8260929	+	F	1		0
21	8260939	+	F	1		0
21	8392668	+	F	1		0
21	8392669	+	F	1		0
21	8392678	+	F	1		0
21	8392679	+	F	1		0
21	8392682	+	F	1		0
21	8392683	+	F	1		0
21	8392689	+	F	1		0
21	8392695	+	F	1		0
21	8392700	+	F	1		0
21	8392702	+	F	1		0
21	8392713	+	FF	2		0
21	8392714	+	FF	2		0
21	8392718	+	FF	2		0
21	8392723	+	FF	2		0
21	8392730	+	:F	2		0
21	8392732	+	FF	2		0
21	8392734	+	FF	2		0
21	8392737	+	FF	2		0
21	8392738	+	F	1		0
21	8392743	+	F	1		0
21	8392751	+	F	1		0
21	8393082	+	F	1		0
21	8393089	+	F	1		0
21	8393094	+	F	1		0
21	8393095	+	F	1		0
21	8393106	+	FFF	3		0
21	8393107	+	FFF	3		0
21	8393115	+	FFF	3		0
21	8393118	+	FFF	3		0
21	8393121	+	FFF	3		0
21	8393122	+	FFF	3		0
21	8393124	+	FF	2		0
21	8393127	+	FF	2		0
21	8393128	+	FF	2		0
21	8393137	+	FF	2		0
21	8393140	+	FF	2		0
21	8393144	+	FF	2		0
21	8393146	+	FF	2		0
21	8393148	+	FFF	3		0
21	8393155	+	FF	2		0
21	8393156	+	FFF	3		0
21	8393157	+	FFF	3		0
21	8393159	+	FFF	3		0
21	8393161	+	FFF	3		0
21	8393162	+	FFF	3		0
21	8393163	+	FFF	3		0
21	8393166	+	FF	2		0
21	8393167	+	FFF	3		0
21	8393168	+	FFF	3		0
21	8393182	+	FFF	3		0
21	8393192	+	FFF	3		0
21	8393197	+	FFF	3		0
21	8393202	+	FFF	3		0
21	8393325	+	FF	2		0
21	8393328	+	FF	2		0
21	8393339	+	FF	2		0
21	8393341	+	FF	2		0
21	8393352	+	FF	2		0
21	8393360	+	FF	2		0
21	8394405	+	F	1		0
21	8394407	+	F	1		0
21	8394412	+	F	1		0
21	8394415	+	F	1		0
21	8394416	+	F	1		0
21	8394417	+	F	1		0
21	8394418	+	F	1		0
21	8394420	+	F	1		0
21	8394421	+	F	1		0
21	8394427	+	F	1		0
21	8394430	+	F	1		0
21	8394431	+	F	1		0
21	8394432	+	F	1		0
21	8394434	+	F	1		0
21	8394437	+	F	1		0
21	8394438	+	F	1		0
21	8394439	+	F	1		0
21	8394443	+	F	1		0
21	8394459	+		0	F	1
21	8394463	+		0	F	1
21	8394467	+		0	F	1
21	8394472	+		0	F	1
21	8394476	+		0	F	1
21	8394493	+		0	:	1
21	8397097	+	F	1		0
21	8397098	+	F	1		0
21	8397099	+	F	1		0
21	8397100	+	F	1		0
21	8397103	+	F	1		0
21	8397105	+	F	1		0
21	8397106	+	F	1		0
21	8397108	+	F	1		0
21	8397110	+	F	1		0
21	8397119	+	FF	2		0
21	8397120	+	FF	2		0
21	8397121	+	FF	2		0
21	8397126	+	FF	2		0
21	8397127	+	FF	2		0
21	8397130	+	FF	2		0
21	8397135	+	:F	2		0
21	8397140	+	F	1		0
21	8397141	+	:	1		0
21	8397142	+	F	1		0
21	8397145	+	F	1		0
21	8397146	+	F	1		0
21	8397147	+	F	1		0
21	8397153	+	F	1		0
21	8397163	+	F	1		0
21	8397164	+	F	1		0
21	8397227	+	F	1		0
21	8397228	+	F	1		0
21	8397229	+	F	1		0
21	8397234	+	F	1		0
21	8397248	+	F	1		0
21	8397251	+	:	1		0
21	8397257	+	F	1		0
21	8397264	+	FF	2		0
21	8397265	+	FF	2		0
21	8397268	+	FF	2		0
21	8397270	+	:,	2		0
21	8397275	+	FF	2		0
21	8397276	+	FF	2		0
21	8397283	+	FF	2		0
21	8397286	+	FF	2		0
21	8397292	+	FF	2		0
21	8397293	+	FF	2		0
21	8397361	+	F	1		0
21	8397371	+	F	1		0
21	8397372	+	F	1		0
21	8397374	+	F	1		0
21	8397376	+	F	1		0
21	8397380	+	F	1		0
21	8397381	+	F	1		0
21	8397383	+	F	1		0
21	8397384	+	F	1		0
21	8397385	+	F	1		0
21	8397394	+	F	1		0
21	8397397	+	F	1		0
21	8397398	+	F	1		0
21	8397399	+	F	1		0
21	8398035	+	F	1		0
21	8398037	+	F	1		0
21	8398038	+	F	1		0
21	8398039	+	F	1		0
21	8398040	+	F	1		0
21	8398041	+	F	1		0
21	8398043	+	F	1		0
21	8398044	+	F	1		0
21	8398045	+	F	1		0
21	8398046	+	F	1		0
21	8398049	+	F	1		0
21	8398052	+	F	1		0
21	8398063	+	F	1		0
21	8398064	+	F	1		0
21	8398066	+	F	1		0
21	8398068	+	F	1		0
21	8398087	+	F	1		0
21	8398091	+	F	1		0
21	8398095	+	F	1		0
21	8398096	+	F	1		0
21	8398097	+	F	1		0
21	8398098	+	F	1		0
21	8398103	+	F	1		0
21	8398105	+	F	1		0
21	8398106	+	F	1		0
21	8398107	+	F	1		0
21	8398108	+	F	1		0
21	8398112	+	F	1		0
21	8398117	+	F	1		0
21	8398119	+	F	1		0
21	8398121	+	F	1		0
21	8398122	+	F	1		0
21	8398279	+	F	1		0
21	8398281	+	F	1		0
21	8398283	+	F	1		0
21	8398285	+	F	1		0
21	8398291	+	F	1		0
21	8398292	+	F	1		0
21	8398294	+	F	1		0
21	8398295	+	F	1		0
21	8398300	+	F	1		0
21	8398302	+	F	1		0
21	8398317	+	F	1		0
21	8398318	+	F	1		0
21	8398321	+	F	1		0
21	8398323	+	F	1		0
21	8398325	+	F	1		0
21	8398347	+	F	1		0
21	8398352	+	F	1		0
21	8398353	+	F	1		0
21	8398355	+	F	1		0
21	8398357	+	F	1		0
21	8398358	+	F	1		0
21	8398362	+	F	1		0
21	8398363	+	F	1		0
21	8398365	+	F	1		0
21	8398366	+	F	1		0
21	8398372	+	F	1		0
21	8398374	+	F	1		0
21	8398376	+	F	1		0
21	8398377	+	F	1		0
21	8398379	+	F	1		0
21	8398380	+	F	1		0
21	8398495	+	F	1		0
21	8398496	+	F	1		0
21	8398501	+	F	1		0
21	8398505	+	F	1		0
21	8398506	+	F	1		0
21	8398510	+	F	1		0
21	8398514	+	F	1		0
21	8398519	+	F	1		0
21	8398630	+	F	1		0
21	8398631	+	F	1		0
21	8398633	+	F	1		0
21	8398634	+	F	1		0
21	8398636	+	F	1		0
21	8398638	+	F	1		0
21	8398647	+	F	1		0
21	8398648	+	F	1		0
21	8398656	+	F	1		0
21	8398688	+	F	1		0
21	8398690	+	F	1		0
21	8398693	+	F	1		0
21	8398694	+	F	1		0
21	8398699	+	F	1		0
21	8398701	+	F	1		0
21	8398705	+	F	1		0
21	8398723	+	F	1		0
21	8398724	+	F	1		0
21	8398725	+	F	1		0
21	8398728	+	:	1		0
21	8398730	+	F	1		0
21	8398732	+	F	1		0
21	8398736	+	F	1		0
21	8398809	+	F	1		0
21	8398810	+	F	1		0
21	8398814	+	F	1		0
21	8398816	+	F	1		0
21	8398817	+	F	1		0
21	8398827	+	FF	2		0
21	8398829	+	FF	2		0
21	8398830	+	FF	2		0
21	8398831	+	FF	2		0
21	8398836	+	FF	2		0
21	8398837	+	FF	2		0
21	8398840	+	FFF	3		0
21	8398842	+	FF	2		0
21	8398844	+	FF	2		0
21	8398847	+	FF	2		0
21	8398851	+	FF	2		0
21	8398852	+	FF	2		0
21	8398853	+	FF	2		0
21	8398854	+	FF	2		0
21	8398879	+	FF	2		0
21	8398882	+	FF	2		0
21	8398887	+	FF	2		0
21	8398903	+	:	1		0
21	8398909	+	F	1		0
21	8398910	+	F	1		0
21	8398912	+	:	1		0
21	8398927	+	F	1		0
21	8398930	+	F	1		0
21	8398932	+	F	1		0
21	8398934	+	F	1		0
21	8398935	+	FF	2		0
21	8398938	+	FFF	3		0
21	8398939	+	FFF	3		0
21	8398944	+	FFF	3		0
21	8398947	+	FF	2		0
21	8398951	+	FF	2		0
21	8398952	+	FF	2		0
21	8398953	+	FF	2		0
21	8398967	+	FF	2		0
21	8398969	+	FF	2		0
21	8398975	+	F	1		0
21	8398978	+	F	1		0
21	8398982	+	F	1		0
21	8398983	+	F	1		0
21	8398984	+	F	1		0
21	8399138	+	F	1		0
21	8399139	+	F,	2		0
21	8399140	+	FF	2		0
21	8399142	+	FF	2		0
21	8399144	+	F:	2		0
21	8399145	+	F:	2		0
21	8399146	+	FF	2		0
21	8399147	+	FF	2		0
21	8399149	+	FFF	3		0
21	8399151	+	FFF	3		0
21	8399152	+	FFF	3		0
21	8399153	+	FFF	3		0
21	8399154	+	FF,	3		0
21	8399156	+	FF:	3		0
21	8399157	+	FFF	3		0
21	8399158	+	FFF	3		0
21	8399159	+	FFF	3		0
21	8399160	+	FF,	3		0
21	8399165	+	FF,	3		0
21	8399166	+	FFF	3		0
21	8399167	+	FF,	3		0
21	8399168	+	FFF	3		0
21	8399170	+	FFF	3		0
21	8399174	+	FFF	3		0
21	8399176	+	FF	2		0
21	8399179	+	F:	2		0
21	8399181	+	FF	2		0
21	8399182	+	FF	2		0
21	8399184	+	FFF	3		0
21	8399187	+	FFF	3		0
21	8399199	+	FF,	3		0
21	8399200	+	FF,	3		0
21	8399202	+	FF:	3		0
21	8399205	+	FF,	3		0
21	8399212	+	FF	2		0
21	8399213	+	FF	2		0
21	8399220	+	FF	2		0
21	8399221	+	FF	2		0
21	8399244	+	,	1		0
21	8399245	+	F	1		0
21	8399247	+	F	1		0
21	8399248	+	F	1		0
21	8399250	+	F	1		0
21	8399256	+	F	1		0
21	8399261	+	FF	2		0
21	8399275	+	FF	2		0
21	8399283	+	FF	2		0
21	8399287	+	F	1		0
21	8399293	+	F	1		0
21	8399302	+	FF	2		0
21	8399303	+	F	1		0
21	8399320	+	:	1		0
21	8399321	+	F	1		0
21	8399329	+	F	1		0
21	8399332	+	F	1		0
21	8399340	+	F	1		0
21	8399347	+	F	1		0
21	8399351	+	:	1		0
21	8399539	+	F	1		0
21	8399544	+	F	1		0
21	8399556	+	F	1		0
21	8399561	+	F	1		0
21	8399563	+	F	1		0
21	8399564	+	F	1		0
21	8399565	+	F	1		0
21	8399577	+	F	1		0
21	8399623	+	F	1		0
21	8399626	+	F	1		0
21	8399629	+	F	1		0
21	8399630	+	F	1		0
21	8399637	+	F	1		0
21	8399639	+	F	1		0
21	8399641	+	F	1		0
21	8399643	+	F	1		0
21	8399647	+	F	1		0
21	8399648	+	F	1		0
21	8399649	+	F	1		0
21	8399658	+	F	1		0
21	8399659	+	F	1		0
21	8399678	+	F	1		0
21	8399680	+	F	1		0
21	8399682	+	F	1		0
21	8399684	+	F	1		0
21	8399685	+	F	1		0
21	8399689	+	F	1		0
21	8399690	+	F	1		0
21	8399694	+	F	1		0
21	8399695	+	F	1		0
21	8399696	+	F	1		0
21	8399744	+	F	1		0
21	8399763	+	F	1		0
21	8399766	+	F	1		0
21	8399770	+	F	1		0
21	8399771	+	F	1		0
21	8399776	+	F	1		0
21	8399777	+	F	1		0
21	8399782	+	F	1		0
21	8399785	+	F	1		0
21	8400145	+	F	1		0
21	8400148	+	F	1		0
21	8400151	+	F	1		0
21	8400153	+	FFF	3		0
21	8400158	+	FFF	3		0
21	8400160	+	FF:	3		0
21	8400164	+	FFF	3		0
21	8400165	+	FFF	3		0
21	8400169	+	FFF	3		0
21	8400170	+	FFF	3		0
21	8400171	+	FFF	3		0
21	8400174	+	FFF	3		0
21	8400175	+	FF	2		0
21	8400176	+	FF	2		0
21	8400183	+	FF	2		0
21	8400185	+	FF	2		0
21	8400186	+	FF	2		0
21	8400187	+	FF	2		0
21	8400188	+	FF	2		0
21	8400191	+	FF	2		0
21	8400194	+	F	1		0
21	8400197	+	,	1		0
21	8400476	+	FF	2		0
21	8400477	+	FF	2		0
21	8400479	+	FF	2		0
21	8400481	+	FF	2		0
21	8400484	+	FF	2		0
21	8400486	+	FF	2		0
21	8400487	+	FF	2		0
21	8400489	+	FF	2		0
21	8400491	+	FFF	3		0
21	8400492	+	FFF	3		0
21	8400494	+	FFFF	4		0
21	8400497	+	FFFF	4		0
21	8400498	+	FFFF	4		0
21	8400501	+	:FFF	4		0
21	8400503	+	FFFF	4		0
21	8400504	+	FFFF	4		0
21	8400508	+	FFFF	4		0
21	8400511	+	FFFF	4		0
21	8400512	+	FFFF	4		0
21	8400515	+	:FF	3		0
21	8400522	+	FFF	3		0
21	8400528	+	F	1		0
21	8400532	+	F	1		0
21	8400533	+	F	1		0
21	8400542	+	F	1		0
21	8400543	+	F	1		0
21	8400546	+	F	1		0
21	8400757	+	F	1		0
21	8400760	+	F	1		0
21	8400764	+	F	1		0
21	8400765	+	F	1		0
21	8400768	+	F	1		0
21	8400773	+	F	1		0
21	8400774	+	F	1		0
21	8400776	+	F	1		0
21	8400779	+	F	1		0
21	8400780	+	F	1		0
21	8400788	+	F	1		0
21	8400792	+	F	1		0
21	8400797	+	F	1		0
21	8400961	+	F	1		0
21	8400962	+	F	1		0
21	8400964	+	F	1		0
21	8400967	+	F	1		0
21	8400969	+	F	1		0
21	8400974	+	F	1		0
21	8400982	+	F	1		0
21	8400984	+	F	1		0
21	8400988	+	F	1		0
21	8400989	+	F	1		0
21	8400990	+	F	1		0
21	8400998	+	F	1		0
21	8401523	+	F	1		0
21	8401525	+	F	1		0
21	8401531	+	F	1		0
21	8401535	+	F	1		0
21	8401550	+	F	1		0
21	8401555	+	F	1		0
21	8401598	+	F	1		0
21	8401603	+	F	1		0
21	8401605	+	F	1		0
21	8401606	+	F	1		0
21	8401608	+	F	1		0
21	8401614	+	F	1		0
21	8401620	+	F	1		0
21	8401621	+	FF	2		0
21	8401622	+	FF	2		0
21	8401624	+	FF	2		0
21	8401625	+	FF	2		0
21	8401626	+	FF	2		0
21	8401630	+	FF	2		0
21	8401635	+	FFF	3		0
21	8401640	+	FFF	3		0
21	8401643	+	FFF	3		0
21	8401646	+	FFF	3		0
21	8401648	+	FF:	3		0
21	8401649	+	FFF	3		0
21	8401651	+	FFF	3		0
21	8401656	+	FFF	3		0
21	8401657	+	FFF	3		0
21	8401659	+	FFF	3		0
21	8401666	+	FFFF	4		0
21	8401667	+	FFFF	4		0
21	8401669	+	FFFF	4		0
21	8401676	+	FFF	3		0
21	8401677	+	FF	2		0
21	8401681	+	FF	2		0
21	8401682	+	FF	2		0
21	8401683	+	FF	2		0
21	8401684	+	FF	2		0
21	8401685	+	FF	2		0
21	8401687	+	FF	2		0
21	8401688	+	FF	2		0
21	8401692	+	FF	2		0
21	8401693	+	FF	2		0
21	8401694	+	FF	2		0
21	8401695	+	FF	2		0
21	8401697	+	F	1		0
21	8401698	+	F	1		0
21	8401701	+	F	1		0
21	8401736	+	F	1		0
21	8401744	+	F	1		0
21	8401746	+	F	1		0
21	8401750	+	F	1		0
21	8401751	+	F	1		0
21	8401752	+	F	1		0
21	8401753	+	F	1		0
21	8401755	+	F	1		0
21	8401756	+	F	1		0
21	8401893	+	F	1		0
21	8401894	+	F	1		0
21	8401897	+	F	1		0
21	8401900	+	F	1		0
21	8401906	+	FF	2		0
21	8401914	+	FFF	3		0
21	8401918	+	FFFF	4		0
21	8401923	+	FFFF	4		0
21	8401928	+	FFFF	4		0
21	8401931	+	FFFF	4		0
21	8401933	+	FFFF	4		0
21	8401934	+	FFF	3		0
21	8401935	+	FFF	3		0
21	8401937	+	FFF	3		0
21	8401939	+	FFF	3		0
21	8401942	+	FFF	3		0
21	8401946	+	:F	2		0
21	8401957	+	F	1		0
21	8401960	+	F	1		0
21	8401961	+	F	1		0
21	8401962	+	F	1		0
21	8401964	+	F	1		0
21	8401967	+	F	1		0
21	8401969	+	F	1		0
21	8434108	+	F	1		0
21	8434109	+	F	1		0
21	8434112	+	F	1		0
21	8434114	+	F	1		0
21	8434115	+	F	1		0
21	8434116	+	F	1		0
21	8434117	+	F	1		0
21	8434118	+	F	1		0
21	8434120	+	F	1		0
21	8434121	+	F	1		0
21	8434123	+	F	1		0
21	8434124	+	F	1		0
21	8434128	+	F	1		0
21	8434130	+	F	1		0
21	8434131	+	F	1		0
21	8434133	+	F	1		0
21	8434134	+	F	1		0
21	8434136	+	F	1		0
21	8434142	+	F	1		0
21	8434143	+	F	1		0
21	8434145	+	F	1		0
21	8436888	+	F	1		0
21	8436889	+	F	1		0
21	8436892	+	F	1		0
21	8436893	+	F	1		0
21	8436899	+	F	1		0
21	8436905	+	F	1		0
21	8436910	+	F	1		0
21	8436912	+	F	1		0
21	8436923	+	F	1		0
21	8436924	+	F	1		0
21	8437054	+	FF	2		0
21	8437057	+	FF	2		0
21	8437061	+	FF	2		0
21	8437063	+	FF	2		0
21	8437067	+	FF	2		0
21	8437068	+	FF	2		0
21	8437069	+	FF	2		0
21	8437070	+	FF	2		0
21	8437071	+	FF	2		0
21	8437074	+	FF	2		0
21	8437076	+	FF	2		0
21	8437087	+	FF	2		0
21	8437091	+	FF	2		0
21	8437098	+	FF	2		0
21	8437103	+	FF	2		0
21	8437108	+	FF	2		0
21	8437109	+	FF	2		0
21	8437112	+	F	1		0
21	8437113	+	F	1		0
21	8437114	+	F	1		0
21	8437168	+	F	1		0
21	8437170	+	F	1		0
21	8437178	+	F	1		0
21	8437179	+	FF	2		0
21	8437181	+	FFF	3		0
21	8437185	+	FFF	3		0
21	8437186	+	FFF	3		0
21	8437190	+	FFF	3		0
21	8437192	+	FFF	3		0
21	8437194	+	FFF	3		0
21	8437196	+	FF:	3		0
21	8437197	+	FFF	3		0
21	8437198	+	FFF	3		0
21	8437199	+	FFF	3		0
21	8437200	+	FFF	3		0
21	8437201	+	FFF	3		0
21	8437206	+	FFF	3		0
21	8437209	+	FFF	3		0
21	8437212	+	FFF	3		0
21	8437215	+	FFF	3		0
21	8437216	+	FFF	3		0
21	8437217	+	FFF	3		0
21	8437221	+	FFF	3		0
21	8437225	+	FFFF	4		0
21	8437228	+	FFFF	4		0
21	8437231	+	FFFF	4		0
21	8437232	+	FFFF	4		0
21	8437233	+	FFF	3		0
21	8437237	+	FF	2		0
21	8437240	+	F	1		0
21	8437244	+	F	1		0
21	8437254	+	F	1		0
21	8437256	+	:	1		0
21	8437257	+	F	1		0
21	8437261	+	F	1		0
21	8437262	+	F	1		0
21	8437265	+	F	1		0
21	8437266	+	F	1		0
21	8437274	+	F	1		0
21	8437275	+	F	1		0
21	8437365	+	F	1		0
21	8437366	+	F	1		0
21	8437367	+	,	1		0
21	8437369	+	F	1		0
21	8437371	+	F	1		0
21	8437372	+	F	1		0
21	8437373	+	F	1		0
21	8437376	+	,	1		0
21	8437377	+	F	1		0
21	8437378	+	F	1		0
21	8437392	+	F	1		0
21	8437402	+	F	1		0
21	8437414	+	FFF	3		0
21	8437508	+	F	1		0
21	8437511	+	F	1		0
21	8437513	+	F	1		0
21	8437514	+	F	1		0
21	8437520	+	F	1		0
21	8437535	+	F	1		0
21	8437538	+	F	1		0
21	8437549	+	F	1		0
21	8437551	+	F	1		0
21	8438557	+	FF	2		0
21	8438558	+	FF	2		0
21	8438559	+	FF	2		0
21	8438562	+	FF	2		0
21	8438563	+	FF	2		0
21	8438564	+	FF	2		0
21	8438571	+	FF	2		0
21	8438573	+	FF	2		0
21	8438575	+	FF	2		0
21	8438576	+	FF	2		0
21	8438578	+	FF	2		0
21	8438579	+	FF	2		0
21	8438580	+	FF	2		0
21	8438583	+	FF	2		0
21	8438585	+	FF	2		0
21	8438588	+	FF	2		0
21	8438591	+	FF	2		0
21	8438592	+	FF	2		0
21	8438613	+	F	1		0
21	8438614	+	F	1		0
21	8438615	+	F	1		0
21	8438617	+	F	1		0
21	8438622	+	F	1		0
21	8438625	+	F	1		0
21	8438626	+	F	1		0
21	8438627	+	F	1		0
21	8438644	+	F	1		0
21	8438647	+	F	1		0
21	8438648	+	F	1		0
21	8438649	+	F	1		0
21	8438653	+	F	1		0
21	8438658	+	F	1		0
21	8438660	+	F	1		0
21	8438669	+	F	1		0
21	8438673	+	F	1		0
21	8438677	+	F	1		0
21	8441186	+	F	1		0
21	8441195	+	F	1		0
21	8441198	+	F	1		0
21	8441212	+	F	1		0
21	8441216	+	F	1		0
21	8441217	+	F	1		0
21	8441224	+	F	1		0
21	8441225	+	F	1		0
21	8441226	+	F	1		0
21	8441228	+	F	1		0
21	8441234	+	F	1		0
21	8441260	+		0	F	1
21	8441262	+	F	1		0
21	8441263	+	F	1		0
21	8441268	+	F	1		0
21	8441269	+	F	1		0
21	8441270	+	F	1		0
21	8441271	+	F	1		0
21	8441273	+	F	1		0
21	8441274	+	F	1		0
